Time [s],Data [Gb]
97.0,1.8781925238073494
98.0,2.5837139551045136
99.0,3.918829515464875
100.0,6.990274469720608
101.0,5.178584916197494
102.0,0.5293762341338287
103.0,0.5854240735869716
104.0,0.6539683427740044
105.0,0.7395032614441199
106.0,0.8488762761814179
107.0,0.9929944626341441
108.0,1.1902020631985586
109.0,1.4735182534469797
110.0,1.9077694620952674
111.0,2.6356863261959207
112.0,4.025054808215151
113.0,7.26526805004233
114.0,5.769516282418476
115.0,2.190117785473996
116.0,3.1494409683239004
117.0,5.133236650915299
118.0,0.39615955171646955
119.0,0.42754802979970835
120.0,0.46410749335683077
121.0,0.5071866464348229
122.0,0.5586343052991833
123.0,0.6210487627106036
124.0,0.6981890758434779
125.0,0.7956826729689119
126.0,0.9223048561815024
127.0,1.0924341057286988
128.0,1.331116560800551
129.0,1.6854908204880483
130.0,2.2536666816779434
131.0,3.2694693840989975
132.0,5.407355394811133
133.0,1.1888785008970522
134.0,1.4715649188760964
135.0,1.904665580969459
136.0,2.6302157760354046
137.0,4.0138227817365095
138.0,7.235977446373911
139.0,5.7080133109831745
140.0,2.0237833632436515
141.0,2.842923183512008
142.0,4.4593656289820185
143.0,8.436553991571259
144.0,7.9476813073169055
145.0,7.105278904049616
146.0,5.429396859381576
147.0,1.2513142455753778
148.0,1.5644717138113533
149.0,2.0539860624745203
150.0,2.8977578114424367
151.0,4.5771578781975695
152.0,8.767232726586784
153.0,8.463289696507054
154.0,7.990993985134777
155.0,7.183772951581847
156.0,5.597545993933442
157.0,1.7212257388271468
158.0,2.313749347627358
159.0,3.3844365563565635
160.0,5.675318717157099
161.0,1.9347450775227537
162.0,2.6833927805224587
163.0,4.1235121434344695
164.0,7.524182622844776
165.0,6.298248285840021
166.0,3.557655135182753
167.0,6.089037147361196
168.0,3.0299110604170654
169.0,4.865983267224598
170.0,9.601541898606554
171.0,9.56978812689334
172.0,9.532771675740952
173.0,9.489111214342966
174.0,9.436909744080943
175.0,9.373495616818746
176.0,9.29499406838968
177.0,9.195587395668532
178.0,9.066171468067067
179.0,8.891764322656663
180.0,8.646127059349334
181.0,8.279532671464118
182.0,7.687531105752239
183.0,6.618028628379546
184.0,4.33048255668748
185.0,8.081098391442387
186.0,7.344661714777389
187.0,5.934497432983596
188.0,2.6288352085002034
189.0,4.010990119190264
190.0,7.228598466438649
191.0,5.6924651743934085
192.0,1.9814939196306869
193.0,2.7667575503373634
194.0,4.297747018807124
195.0,7.991872906340229
196.0,7.185358021482142
197.0,5.600916128035158
198.0,1.7305283455189213
199.0,2.3294740164478123
200.0,3.414763855108913
201.0,5.7468862923405695
202.0,2.12909105028446
203.0,3.035696790364737
204.0,4.87878779097089
205.0,9.639301852836212
206.0,9.613281222162735
207.0,9.583370939536346
208.0,9.54865498473178
209.0,9.507912520170287
210.0,9.459482502609255
211.0,9.401050669612143
212.0,9.32930260953773
213.0,9.23933561162315
214.0,9.123613549274205
215.0,8.970002907071054
216.0,8.757824104782637
217.0,8.449223913850826
218.0,7.9682426199763965
219.0,7.142635009720322
220.0,5.5097280721851245
221.0,1.4772196750406619
222.0,1.9136552687061095
223.0,2.64607056619544
224.0,4.046408454452611
225.0,7.321092730505724
226.0,5.885783898795869
227.0,2.500429073314405
228.0,3.7508581834495915
229.0,6.564645605919745
230.0,4.204313643334443
231.0,7.73956428564007
232.0,6.7176503618892935
233.0,4.562886532528196
234.0,8.726873234273633
235.0,8.402702881951857
236.0,7.892431265286878
237.0,7.004062070978824
238.0,5.208933256069285
239.0,0.6180691471095112
240.0,0.694471041231247
241.0,0.7909290466530094
242.0,0.9160427980208972
243.0,1.083869679582088
244.0,1.3188243760455634
245.0,1.6666839230159574
246.0,2.2222509828639296
247.0,3.20993086903187
248.0,5.270662105824609
249.0,0.7973347223679461
250.0,0.9244832542666601
251.0,1.095417111750555
252.0,1.3354048414937403
253.0,1.6920660596307247
254.0,2.264683569661574
255.0,3.290441903800592
256.0,5.455843488257965
257.0,1.3259718076164584
258.0,1.67761205453519
259.0,2.2404884956395463
260.0,3.244446235458178
261.0,5.349732510413926
262.0,1.0247349654736926
263.0,1.2347513153665666
264.0,1.5396734775264598
265.0,2.013792361006144
266.0,2.8248642956554844
267.0,4.420835953429315
268.0,8.329594058855971
269.0,7.771542857214118
270.0,6.778338609767434
271.0,4.7025181871043875
272.0,9.125253647113894
273.0,8.972217410736386
274.0,8.760950000577703
275.0,8.453901020364023
276.0,7.975816609397741
277.0,7.15635292963973
278.0,5.539087197486021
279.0,1.559138591159397
280.0,2.0453212204478985
281.0,2.881988999410795
282.0,4.543161117955762
283.0,8.671223706696772
284.0,8.318094419167837
285.0,7.752333142600962
286.0,6.741931882230949
287.0,4.618930310226316
288.0,8.885833752371791
289.0,8.637560466901007
290.0,8.266312170630805
291.0,7.665177472690231
292.0,6.5748982258835955
293.0,4.228633793272527
294.0,7.8049025447938085
295.0,6.841211977223268
296.0,4.845623622655721
297.0,9.541637281143554
298.0,9.499618004736059
299.0,9.449541576499193
300.0,9.388940681298596
301.0,9.314261983104231
302.0,9.220214657541002
303.0,9.098601621478222
304.0,8.936097814117884
305.0,8.709720241892935
306.0,8.376755871056769
307.0,7.849771570627036
308.0,6.92507511093029
309.0,5.034042496246216
310.0,0.10189571042851342
311.0,0.10397225758925972
312.0,0.10613430365890118
313.0,0.10838720174153316
314.0,0.11073675884180513
315.0,0.11318928479356276
316.0,0.1157516476319784
317.0,0.11843133641788195
318.0,0.12123653270702706
319.0,0.12417619207959146
320.0,0.127260137415469
321.0,0.13049916593046978
322.0,0.13390517239217944
323.0,0.1374912914308553
324.0,0.1412720624747202
325.0,0.14526362160189243
326.0,0.149483925554072
327.0,0.15395301435388306
328.0,0.15869332047961246
329.0,0.16373003447258144
330.0,0.16909153931026
331.0,0.17480992904352263
332.0,0.18092163130196293
333.0,0.1874681586365556
334.0,0.19449702073707176
335.0,0.20206283895219113
336.0,0.21022871712927496
337.0,0.2190679398304391
338.0,0.22866609228274967
339.0,0.23912372863472228
340.0,0.25055976015395676
341.0,0.2631157988356384
342.0,0.27696178355502166
343.0,0.2923033494650174
344.0,0.309391599086711
345.0,0.3285362314037974
346.0,0.35012344247279936
347.0,0.37464072746660004
348.0,0.40271186240194073
349.0,0.4351472312257887
350.0,0.4730178537944827
351.0,0.5177670317961505
352.0,0.5713835716391497
353.0,0.6366794088269718
354.0,0.7177515427518244
355.0,0.8207849981763492
356.0,0.9555226008226191
357.0,1.1381272889591834
358.0,1.3971940341338995
359.0,1.7876242679377716
360.0,2.4267443726017826
361.0,3.604562022592666
362.0,6.203135497536132
363.0,3.319899487522093
364.0,5.524246008971984
365.0,1.5177712513313402
366.0,1.9784971656049204
367.0,2.7613873724662614
368.0,4.286439416629486
369.0,7.961151991116472
370.0,7.129771750450806
371.0,5.48212970954876
372.0,1.3998993172803647
373.0,1.791842936984771
374.0,2.433983159149213
375.0,3.61883796295361
376.0,6.238035603376457
377.0,3.40756037908383
378.0,5.729853926504217
379.0,2.0830244287059263
380.0,2.950822582823056
381.0,4.692293365882763
382.0,9.09581677218424
383.0,8.932307310291574
384.0,8.704313774360212
385.0,8.368553215297677
386.0,7.8362294930345655
387.0,6.899848931671874
388.0,4.977661602380671
389.0,9.933084607943654
390.0,9.932189074004844
391.0,9.93126940966798
392.0,9.930324630858502
393.0,9.929353699445501
394.0,9.928355519489093
395.0,9.927328933171559
396.0,9.926272716380762
397.0,9.925185573910788
398.0,9.924066134240576
399.0,9.922912943846741
400.0,9.921724461001467
401.0,9.920499049000364
402.0,9.919234968758396
403.0,9.917930370704104
404.0,9.91658328589355
405.0,9.915191616255086
406.0,9.913753123864401
407.0,9.912265419135771
408.0,9.910725947799888
409.0,9.909131976520642
410.0,9.907480576982433
411.0,9.905768608255332
412.0,9.903992697217305
413.0,9.902149216779783
414.0,9.900234261624421
415.0,9.898243621113696
416.0,9.896172748984885
417.0,9.894016729374215
418.0,9.891770238643707
419.0,9.889427502395058
420.0,9.886982246949739
421.0,9.884427644448833
422.0,9.881756250575304
423.0,9.878959933719702
424.0,9.876029794190673
425.0,9.872956071804992
426.0,9.869728039866748
427.0,9.866333883147357
428.0,9.862760556988464
429.0,9.85899362404484
430.0,9.85501706443284
431.0,9.850813054111706
432.0,9.84636170514701
433.0,9.841640760017944
434.0,9.836625230240404
435.0,9.831286967161605
436.0,9.825594149671698
437.0,9.81951066954595
438.0,9.8129953898644
439.0,9.806001245022006
440.0,9.798474141635404
441.0,9.790351607317486
442.0,9.781561117606614
443.0,9.77201800853836
444.0,9.761622850852197
445.0,9.75025811780503
446.0,9.737783916260573
447.0,9.724032461346246
448.0,9.708800844868124
449.0,9.69184145527822
450.0,9.672849117541212
451.0,9.651443577562498
452.0,9.627145261638013
453.0,9.599341130454215
454.0,9.567235624505074
455.0,9.529778623565571
456.0,9.485556994994393
457.0,9.432626673914553
458.0,9.3682441756839
459.0,9.288421091372438
460.0,9.187152182731719
461.0,9.055007867924157
462.0,8.876405841987108
463.0,8.623913075602967
464.0,8.245190030903672
465.0,7.6293184253757005
466.0,6.505292199723072
467.0,4.06269567785979
468.0,7.363794912039914
469.0,5.973879458882585
470.0,2.7319501365610677
471.0,4.224660446292275
472.0,7.7942116235855625
473.0,6.821111151280555
474.0,4.800044288777988
475.0,9.408129323624024
476.0,9.338067144113275
477.0,9.250436122972802
478.0,9.138066921823993
479.0,8.989481195573202
480.0,8.785251544753168
481.0,8.490128782848254
482.0,8.034186564371595
483.0,7.261302071632164
484.0,5.761208803062909
485.0,2.167738640816635
486.0,3.1075568037945454
487.0,5.0389386615565
488.0,0.11651274079673812
489.0,0.1192277845503317
490.0,0.12207083747208776
491.0,0.12505109534431513
492.0,0.12817865063367773
493.0,0.13146460392933182
494.0,0.13492119234659106
495.0,0.1385619379754362
496.0,0.14240182010653793
497.0,0.1464574757804689
498.0,0.1507474342228662
499.0,0.1552923920078217
500.0,0.16011553741092388
501.0,0.16524293447500166
502.0,0.17070397995378356
503.0,0.1765319497081959
504.0,0.1827646555617513
505.0,0.18944523942627245
506.0,0.19662313917452798
507.0,0.20435527094629716
508.0,0.21270748629900404
509.0,0.22175638124453226
510.0,0.2315915597690663
511.0,0.24231848988032015
512.0,0.2540621399878959
513.0,0.2669716541829418
514.0,0.281226427010377
515.0,0.2970440876601816
516.0,0.31469112566295554
517.0,0.3344972265771591
518.0,0.35687490549472134
519.0,0.3823468451290946
520.0,0.411584667125129
521.0,0.44546505476762965
522.0,0.48515287777145505
523.0,0.5322275407334399
524.0,0.588880771756473
525.0,0.6582368844253729
526.0,0.7448920436289773
527.0,0.8558648749613282
528.0,1.0023658117998422
529.0,1.2033132559328734
530.0,1.4929058143136278
531.0,1.9386593683959152
532.0,2.6903393977297654
533.0,4.137924612725156
534.0,7.562408632844483
535.0,6.374038298198262
536.0,3.744518645611672
537.0,6.548802623078366
538.0,4.166649956184212
539.0,7.638844327658191
540.0,6.523833105851811
541.0,4.1070858506574375
542.0,7.480716687591542
543.0,6.211359005955596
544.0,3.3405988896048413
545.0,5.572519077850661
546.0,1.6520016146513878
547.0,2.197823481613546
548.0,3.163909092879924
549.0,5.165973242481576
550.0,0.49241030400075936
551.0,0.5409038854979834
552.0,0.5994192881673465
553.0,0.6712799847727562
554.0,0.7614033483640585
555.0,0.8773503601440585
556.0,1.0312990910330404
557.0,1.2440146540661554
558.0,1.5535291459724228
559.0,2.0362197074495834
560.0,2.8654578468507976
561.0,4.507627581266559
562.0,8.571368863545562
563.0,8.16317147873614
564.0,7.488383675430466
565.0,6.22674036306163
566.0,3.3792427055119747
567.0,5.663098958063152
568.0,1.9013568285525684
569.0,2.6243883864492643
570.0,4.00187126703522
571.0,7.2048659946196345
572.0,5.6423111730128985
573.0,1.8444207904432535
574.0,2.524798400887117
575.0,3.799719793911546
576.0,6.687293896360186
577.0,4.4924895505416895
578.0,8.528982022886943
579.0,8.096203245088986
580.0,7.371314828287046
581.0,5.989317681890332
582.0,2.7722031505308258
583.0,4.309225212093433
584.0,8.023109597801772
585.0,7.241490465341077
586.0,5.71961549478024
587.0,2.0552771922751587
588.0,2.900110059692451
589.0,4.582237731358322
590.0,8.781618256695094
591.0,8.484727442211353
592.0,8.025517257333885
593.0,7.245800837116625
594.0,5.728678231351127
595.0,2.0798403010843813
596.0,2.9449874366873354
597.0,4.679577637136584
598.0,9.059267009534347
599.0,8.882271297664255
600.0,8.632407807259227
601.0,8.258346126130125
602.0,7.651674482856935
603.0,6.548747935963886
604.0,4.166519774061178
605.0,7.638497179589738
606.0,6.523158065428614
607.0,4.105472097829793
608.0,7.476452327041585
609.0,6.202793755502819
610.0,3.319038702853142
611.0,5.522242285060556
612.0,1.5121794543206128
613.0,1.9695167947344905
614.0,2.7453160756827346
615.0,4.252668146763145
616.0,7.86970542006192
617.0,6.962074420599208
618.0,5.11627605540368
619.0,0.34612414199899244
620.0,0.3700845263339002
621.0,0.39747703766025766
622.0,0.42907463675369245
623.0,0.4658956455347551
624.0,0.5093073960404043
625.0,0.5611862007726958
626.0,0.6241721911602343
627.0,0.7020903760037878
628.0,0.8006765552192158
629.0,0.9288931444347577
630.0,1.101461639190336
631.0,1.3441051877119083
632.0,1.7054289388387212
633.0,2.287126511924434
634.0,3.3333160482339603
635.0,5.555515223716774
636.0,1.6048262383941019
637.0,2.1199196894817347
638.0,3.0187315874522014
639.0,4.841279666868539
640.0,9.528877429435488
641.0,9.484486134136427
642.0,9.431335224956905
643.0,9.366659299681942
644.0,9.286435211146069
645.0,9.184600269567637
646.0,9.051624925489802
647.0,8.871741869099356
648.0,8.617148587110673
649.0,8.234692981084672
650.0,7.611431206878328
651.0,6.470379030983385
652.0,3.9787341939990286
653.0,7.144799351298447
654.0,5.514365202429294
655.0,1.4901812949938575
656.0,1.9343093533837716
657.0,2.6826198883013608
658.0,4.121909781323362
659.0,7.519937830397203
660.0,6.289796157378217
661.0,3.536673646617128
662.0,6.038285743152346
663.0,2.8992497725703545
664.0,4.580379621320205
665.0,8.776355116401291
666.0,8.476893756169831
667.0,8.012923230170943
668.0,7.223228412332086
669.0,5.681136322316127
670.0,1.9506196290327131
671.0,2.7116030164662575
672.0,4.182161200248039
673.0,7.680255661220063
674.0,6.60401290175975
675.0,4.297467227476904
676.0,7.991112141724511
677.0,7.183986056299173
678.0,5.597999150075676
679.0,1.722476853528783
680.0,2.3158621557172667
681.0,3.3885056605739514
682.0,5.684899782922295
683.0,1.9608818062374826
684.0,2.729893297844117
685.0,4.220356781366963
686.0,7.782639053772985
687.0,6.799301140602433
688.0,4.750406502892655
689.0,9.263678891437621
690.0,9.155245136454715
691.0,9.012522980558032
692.0,8.817500807772834
693.0,8.537839939849253
694.0,8.110257531549246
695.0,7.396032212135976
696.0,6.039902564089285
697.0,2.9034282237079627
698.0,4.5894073137527585
699.0,8.801939212058219
700.0,8.514869281737482
701.0,8.073746631672092
702.0,7.331656223873171
703.0,5.9076445223542144
704.0,2.55816985127072
705.0,3.8670164488608116
706.0,6.857779692012828
707.0,4.88306999922743
708.0,9.651944522698424
709.0,9.627715999642497
710.0,9.599996924258061
711.0,9.567996432137459
712.0,9.530671015608267
713.0,9.486617076490232
714.0,9.433904671259944
715.0,9.36981188701568
716.0,9.290384475466333
717.0,9.189673636934495
718.0,9.058347873998702
719.0,8.88100612871815
720.0,8.630576671924882
721.0,8.255512621629613
722.0,7.646865378970897
723.0,6.539416870033742
724.0,4.144289750152329
725.0,7.57931725679586
726.0,6.407376268146596
727.0,3.825987212411341
728.0,6.753622842318361
729.0,4.645829912334937
730.0,8.962577027204148
731.0,8.747327742307231
732.0,8.43349018526861
733.0,7.942699585338656
734.0,7.096202586105509
735.0,5.409794701917442
736.0,1.1957977662084045
737.0,1.4817842257422067
738.0,1.920921124073893
739.0,2.6589087170565544
740.0,4.072867830184421
741.0,7.390518302614653
742.0,6.0286393568168295
743.0,2.8742982851719807
744.0,4.526616411600498
745.0,8.624667639154692
746.0,8.246359818597028
747.0,7.631309041430818
748.0,6.50916966998934
749.0,4.071990391404875
750.0,7.388211540943601
751.0,6.023923749971561
752.0,2.8620872807635194
753.0,4.500396001305183
754.0,8.55110883501792
755.0,8.131251713425293
756.0,7.4328076817101145
757.0,6.1147124018927945
758.0,3.095620457891663
759.0,5.012193661755141
760.0,0.03655124818802313
761.0,0.03681844693684363
762.0,0.03708956654381186
763.0,0.03736469373309343
764.0,0.037643917800647006
765.0,0.03792733071012338
766.0,0.038215027193082396
767.0,0.038507104853756
768.0,0.03880366427859963
769.0,0.03910480915088888
770.0,0.03941064637063437
771.0,0.039721286180104606
772.0,0.04003684229526496
773.0,0.040357432043460144
774.0,0.04068317650768864
775.0,0.0410142006778398
776.0,0.04135063360928822
777.0,0.04169260858926614
778.0,0.04204026331146169
779.0,0.042393740059321096
780.0,0.042753185898564555
781.0,0.04311875287946
782.0,0.04349059824943599
783.0,0.04386888467665476
784.0,0.04425378048520948
785.0,0.0446454599026561
786.0,0.04504410332064003
787.0,0.04544989756943213
788.0,0.04586303620724651
789.0,0.04628371982527594
790.0,0.046712156369448865
791.0,0.04714856147998564
792.0,0.04759315884991204
793.0,0.04804618060377463
794.0,0.04850786769789673
795.0,0.04897847034361606
796.0,0.049458248455056156
797.0,0.049947472123104575
798.0,0.05044642211740224
799.0,0.05095539041829167
800.0,0.05147468078082777
801.0,0.05200460933312539
802.0,0.052545505211503585
803.0,0.05309771123509001
804.0,0.053661584622771014
805.0,0.05423749775561638
806.0,0.054825838988174475
807.0,0.05542701351232592
808.0,0.056041444277705035
809.0,0.05666957297305125
810.0,0.05731186107324085
811.0,0.05796879095717654
812.0,0.0586408671021839
813.0,0.0593286173610831
814.0,0.06003259432867866
815.0,0.060753376805045
816.0,0.06149157136368815
817.0,0.06224781403344326
818.0,0.06302277210383168
819.0,0.06381714606456199
820.0,0.06463167169092712
821.0,0.06546712228803987
822.0,0.06632431110817531
823.0,0.06720409395697012
824.0,0.06810737200588557
825.0,0.06903509483019518
826.0,0.069988263693838
827.0,0.07096793510481364
828.0,0.07197522466742186
829.0,0.07301131126060703
830.0,0.07407744157500568
831.0,0.07517493504506535
832.0,0.07630518921687131
833.0,0.07746968559715581
834.0,0.07866999603446026
835.0,0.07990778968967265
836.0,0.08118484066029044
837.0,0.08250303633089778
838.0,0.08386438653166128
839.0,0.08527103359732766
840.0,0.08672526343147897
841.0,0.08822951769493087
842.0,0.08978640725346689
843.0,0.09139872703896396
844.0,0.09306947249983258
845.0,0.094801857842112
846.0,0.09659933629217521
847.0,0.09846562264659296
848.0,0.10040471841522922
849.0,0.10242093991123749
850.0,0.10451894969769776
851.0,0.10670379186687975
852.0,0.10898093170663382
853.0,0.11135630040176302
854.0,0.11383634552959655
855.0,0.11642808824230329
856.0,0.1191391881886548
857.0,0.12197801742110513
858.0,0.12495374476790182
859.0,0.12807643243420622
860.0,0.13135714694322095
861.0,0.13480808695383356
862.0,0.13844273101546403
863.0,0.14227600896966805
864.0,0.14632450151533546
865.0,0.15060667346407774
866.0,0.1551431474824608
867.0,0.1599570267246137
868.0,0.16507427680432948
869.0,0.17052418017682397
870.0,0.17633987938181955
871.0,0.1825590299938985
872.0,0.18922458988036112
873.0,0.19638577896343928
874.0,0.20409925379925464
875.0,0.21243055487953716
876.0,0.22145590300882279
877.0,0.2312644464043134
878.0,0.2419610952384521
879.0,0.25367012956025037
880.0,0.2665398364864732
881.0,0.2807485333733204
882.0,0.29651248117157447
883.0,0.31409641146967915
884.0,0.3338277226093051
885.0,0.35611591228580813
886.0,0.3814796208824388
887.0,0.41058496111216064
888.0,0.44430096317045553
889.0,0.48378163234529437
890.0,0.5305905659042299
891.0,0.5868958356295441
892.0,0.6557851800054043
893.0,0.7417960204683484
894.0,0.8518482876648841
895.0,0.9969773887044031
896.0,1.195770171421973
897.0,1.4817434319944802
898.0,1.9208561516462364
899.0,2.658793822709674
900.0,4.072630741045499
901.0,7.38989497162726
902.0,6.0273653197999275
903.0,2.8710000593342615
904.0,4.519528327473728
905.0,8.604755588041224
906.0,8.215414194220786
907.0,7.578464894583057
908.0,6.4056984412297275
909.0,3.821897702154047
910.0,6.743278111300124
911.0,4.6220306192327465
912.0,8.894664028257754
913.0,8.65031050617228
914.0,8.285978160222495
915.0,7.698403986775643
916.0,6.638935145157594
917.0,4.379583753466233
918.0,8.215734524191308
919.0,7.5790138665587445
920.0,6.406779094895777
921.0,3.8245318003201745
922.0,6.749940498652229
923.0,4.637363146192045
924.0,8.938390536124082
925.0,8.712987605365898
926.0,8.381707424577536
927.0,7.8579332526440435
928.0,6.940243262618418
929.0,5.067821004228023
930.0,0.20254307496116786
931.0,0.21074781440411292
932.0,0.219630742659335
933.0,0.22927827528355318
934.0,0.23979198078695335
935.0,0.25129201959689945
936.0,0.2639215554195172
937.0,0.2778524729025286
938.0,0.29329287224213874
939.0,0.3104970140237474
940.0,0.32977869316728003
941.0,0.35152949046070386
942.0,0.3762440869934163
943.0,0.4045560095929182
944.0,0.43728912257246727
945.0,0.4755334779165069
946.0,0.5207598956403807
947.0,0.5749980694218567
948.0,0.6411226253896292
949.0,0.7233302695469274
950.0,0.8279716053154934
951.0,0.9650790011572364
952.0,1.1513544968521663
953.0,1.4164779323365073
954.0,1.8177598788957687
955.0,2.4786100743604007
956.0,3.7073116545045752
957.0,6.456143595229666
958.0,3.9443599517033237
959.0,7.055955037423533
960.0,5.322474889089158
961.0,0.9466266564488585
962.0,1.1258470617887675
963.0,1.3793533830964477
964.0,1.759876534188371
965.0,2.3793096173057453
966.0,3.511532468306468
967.0,5.977704523500571
968.0,2.7419323434470173
969.0,4.245570938655188
970.0,7.850545457685886
971.0,6.926514491790931
972.0,5.037251857956698
973.0,0.11147803368584952
974.0,0.11396350408474219
975.0,0.11656104013739679
976.0,0.11927833535297916
977.0,0.12212379960989471
978.0,0.12510664409612623
979.0,0.1282369785755252
980.0,0.13152592311036115
981.0,0.13498573680036768
982.0,0.13862996662827531
983.0,0.14247362015774667
984.0,0.14653336664591743
985.0,0.1508277721540348
986.0,0.15537757552462472
987.0,0.1602060137198068
988.0,0.165339207086205
989.0,0.170806617766184
990.0,0.17664159790072864
991.0,0.18288204872251318
992.0,0.18957121747150193
993.0,0.19675866677022744
994.0,0.20450146136006692
995.0,0.21286563089974753
996.0,0.221927986263417
997.0,0.2317783924808041
998.0,0.24252263712500122
999.0,0.2542860830286142
1000.0,0.2672183654330213
1001.0,0.28149949639796046
1002.0,0.2973478896924215
1003.0,0.31503104319332875
1004.0,0.3348799548284242
1005.0,0.35730887165760167
1006.0,0.3828427976106474
1007.0,0.4121565191471168
1008.0,0.44613111840221037
1009.0,0.4859377133635718
1010.0,0.5331648056173752
1011.0,0.5900177476071778
1012.0,0.6596419361054674
1013.0,0.7466674328792613
1014.0,0.8581698839437626
1015.0,1.005460993885373
1016.0,1.2076513559303652
1017.0,1.499335715426455
1018.0,1.9489372329371268
1019.0,2.7086085005228515
1020.0,4.175920502343782
1021.0,7.663582910722811
1022.0,6.571813947709511
1023.0,4.221322025885703
1024.0,7.785233955131259
1025.0,6.804196228430554
1026.0,4.761563879155054
1027.0,9.296061994209879
1028.0,9.196956251010723
1029.0,9.067980398452573
1030.0,8.894248290918847
1031.0,8.64971092249167
1032.0,8.28505480392401
1033.0,7.696847398815189
1034.0,6.635945017946316
1035.0,4.372571833490275
1036.0,8.196448721296775
1037.0,7.545889278314368
1038.0,6.341357391455894
1039.0,3.66422424404501
1040.0,6.349532106174456
1041.0,3.684348937404235
1042.0,6.399234355914578
1043.0,3.8061317111893977
1044.0,6.7034594317737035
1045.0,4.530023488181354
1046.0,8.634246048876307
1047.0,8.26118927787431
1048.0,7.656496732398458
1049.0,6.558095219346637
1050.0,4.188753515529742
1051.0,7.697884718302296
1052.0,6.637937764257076
1053.0,4.377245268855334
1054.0,8.209300497598615
1055.0,7.567979556018502
1056.0,6.385034868029709
1057.0,3.771440286957511
1058.0,6.616192654574743
1059.0,4.326162224383959
1060.0,8.06929814272131
1061.0,7.323776210381433
1062.0,5.89134145595736
1063.0,2.5151264496504417
1064.0,3.7802986611966887
1065.0,6.638430254765783
1066.0,4.378400024350977
1067.0,8.212477378998305
1068.0,7.5734299548797495
1069.0,6.395781518104769
1070.0,3.7977033450577373
1071.0,6.682213484470283
1072.0,4.480672011944119
1073.0,8.495956347667992
1074.0,8.04352688604395
1075.0,7.277969476917372
1076.0,5.796079443198675
1077.0,2.261489833619323
1078.0,3.284357087132033
1079.0,5.441757382290916
1080.0,1.2862422299110432
1081.0,1.6171260447123497
1082.0,2.1401453736097515
1083.0,3.0561898176463957
1084.0,4.9242490579434985
1085.0,9.773894814874984
1086.0,9.7636701039269
1087.0,9.752499739971315
1088.0,9.740248464228463
1089.0,9.726754292161328
1090.0,9.711821648790878
1091.0,9.695212296369755
1092.0,9.676633187512916
1093.0,9.655719968429304
1094.0,9.63201422040164
1095.0,9.604931513604317
1096.0,9.573715691815723
1097.0,9.537372029534893
1098.0,9.49456710172356
1099.0,9.443474618791535
1100.0,9.38153051880569
1101.0,9.305029618971938
1102.0,9.20843285287068
1103.0,9.083117143187788
1104.0,8.914982308564564
1105.0,8.679529630418987
1106.0,8.330801231030705
1107.0,7.773556324964982
1108.0,6.782146037344294
1109.0,4.7112292123484885
1110.0,9.150365350605641
1111.0,9.005989543115348
1112.0,8.80837818543614
1113.0,8.524385675647247
